Date,Open,High,Low,Close,Volume
2023-01-01,118.72700594236812,151.57145928433673,82.10158230771438,102.58408605843039,31352
2023-01-02,147.5357153204958,181.820520563189,54.206998249752445,126.5677315784074,65069
2023-01-03,136.59969709057026,165.71779905381632,58.08143570473069,127.03175608050532,24397
2023-01-04,129.93292420985182,175.42853455823513,94.92770942635397,131.87149507491034,51555
2023-01-05,107.80093202212183,195.37832369630465,80.3214529829795,136.3045666861331,56959
2023-01-06,107.79972601681013,162.46461145744374,50.45985258083148,148.79260397312675,10728
2023-01-07,102.90418060840997,170.51914615178148,55.073577143301605,125.81501741505977,60517
2023-01-08,143.30880728874675,187.77755692715243,83.1750884554028,116.1478236470623,76234
2023-01-09,130.05575058716045,161.43990827458111,50.253079192310935,139.75930973843518,49954
2023-01-10,135.4036288898023,153.84899549143964,58.04040257087493,113.54161256310371,57280
2023-01-11,101.02922471479012,164.4875726456884,77.4366894683293,121.9485710352818,89459
2023-01-12,148.4954926080997,158.06106436270022,84.59475988463467,103.9228190671133,26779
2023-01-13,141.62213204002109,196.48488261712865,82.59806297513003,101.26753717077287,73932
2023-01-14,110.61695553391381,190.40601897822086,61.21346547302799,148.13242073389625,82936
2023-01-15,109.09124836035502,181.67018782552117,85.6089610673768,141.79900602561028,34466
2023-01-16,109.17022549267169,193.5730295093859,61.862454374840006,134.7987103046849,46939
2023-01-17,115.21211214797688,190.1836038449557,66.26998490796339,120.44764722071349,79896
2023-01-18,126.2378215816119,159.3285029443018,87.32457025590121,108.66471600354228,45270
2023-01-19,121.5972509321058,194.6279499244989,82.48164495236074,107.8218521335543,69163
2023-01-20,114.5614570099021,176.96711209578254,92.4611705247089,112.51214490822977,92637
2023-01-21,130.59264473611898,190.37200775820313,82.88064461501716,127.46133323530603,61934
2023-01-22,106.97469303260209,194.80456499617466,78.41543016677358,135.7297961350031,74895
2023-01-23,114.6072324267609,165.9001737485932,54.683738391404624,133.00986883588655,42307
2023-01-24,118.31809216468459,155.50259622638384,68.38579015297168,113.99669484729714,64098
2023-01-25,122.8034992108518,161.3967581270971,63.26011838408627,147.7432640331597,70921
2023-01-26,139.25879806965068,171.3553894313128,62.19948216895418,136.89484583478844,15486
2023-01-27,109.98368910791798,190.90073829612464,98.65052773762227,127.71770262557004,18335
2023-01-28,125.71172192068059,193.03652916281717,69.65488623333802,130.5860373117176,96900
2023-01-29,129.6207284431021,150.34760652655953,94.60232775885567,120.9800031213895,99112
2023-01-30,102.3225206359999,175.5373651288783,81.55693129986315,112.38654947505788,21130
2023-01-31,130.37724259507192,170.87055015743894,89.74056517708243,117.79863393256308,97508
2023-02-01,108.52620618436458,161.1053905235365,75.1318546552596,137.89230552321845,70566
2023-02-02,103.25257964926398,155.99326836668413,78.84519423131795,100.71967443148779,76703
2023-02-03,147.44427686266667,166.8807585701814,74.6258846909432,105.8036320253458,37192
2023-02-04,148.28160165372796,197.14548519562595,59.76214938990223,102.30013210108764,11062
2023-02-05,140.41986740582306,166.16014660103775,86.12260576307526,102.03644011594851,94076
2023-02-06,115.23068845866854,175.9395310871683,64.03861812204279,142.77302920055035,99780
2023-02-07,104.8836057003192,185.15094794475888,51.21579832157269,135.1828929690012,31545
2023-02-08,134.21165132560785,168.1814801189647,82.27361479535838,123.70869145436626,31689
2023-02-09,122.00762468698007,198.58910413604804,58.85553397035245,104.89170803255007,21174
2023-02-10,106.10191174223894,198.12236474710556,97.02292921764572,124.58079375584163,98461
2023-02-11,124.75884550556351,162.5891147912682,97.69642885012937,123.67358853902829,19348
2023-02-12,101.71942605576092,174.86242529461927,95.74321951102243,108.66009349550076,33714
2023-02-13,145.46602010393912,165.0439154908385,68.50793501277222,121.69258246189865,48102
2023-02-14,112.93899908000084,164.24202471887338,50.77283082644337,119.92523671986868,84460
2023-02-15,133.1261142176991,151.84434736772664,96.41592812938626,130.79250490261083,99930
2023-02-16,115.58555380447055,180.47821669899486,71.40920741586572,131.7546825433822,16801
2023-02-17,126.00340105889055,175.13395116144306,98.33274095218349,102.26520048860223,82267
2023-02-18,127.33551396716399,152.57393756249948,98.18099885446264,118.73063073132356,58136
2023-02-19,109.24272277627635,163.93232321183058,92.650472773368,131.2929957857118,33625
2023-02-20,148.47923138822793,195.4132942983327,64.72244460347929,125.15681292900439,92873
2023-02-21,138.75664116805572,161.9780945333486,69.25488643009626,142.82449205941612,82592
2023-02-22,146.97494707820945,157.24474360456117,92.55683357584284,132.93468158094726,87052
2023-02-23,144.74136752138244,174.47263801387814,65.84610025781389,108.14672135407149,54261
2023-02-24,129.89499894055425,199.28252270553003,58.474637334304624,103.52843737002149,11542
2023-02-25,146.09371175115584,162.102763575575,77.84006312291751,132.12096391031577,31677
2023-02-26,104.42462510259597,183.6067773702939,96.80773870803904,101.3255655270811,56732
2023-02-27,109.79914312095725,188.08098076643589,84.80148983374865,129.28877906367316,60343
2023-02-28,102.26136444552691,161.88187719962,78.50305850446824,147.01151207124786,49081
2023-03-01,116.26651653816322,186.41081743059297,54.85882468853843,128.77370889379395,72856
2023-03-02,119.4338644844741,168.38915663596265,80.75036133495848,119.4084963103261,98858
2023-03-03,113.5674515886948,181.61529152967898,99.50269250521316,132.16441092211767,29065
2023-03-04,141.43687545759647,181.67648553804474,57.0042007618262,122.91264452457582,93460
2023-03-05,117.83766633467947,176.78873420373793,75.91648261818683,127.28083946579675,98092
